tr_img_06030,915.8,707.5,238.5,81.0,"五反田",0.9654
tr_img_06030,926.0,865.0,247.0,84.0,"丸子橋",0.9995
tr_img_06030,1139.5,872.2,52.0,79.5,"ひ",0.5109
tr_img_06031,1486.8,1177.5,1817.5,257.0,"の鳥条3一目",0.6398
tr_img_06039,1286.8,1159.8,564.5,78.5,"南14条西9丁目",0.9903
tr_img_06037,1701.0,554.5,748.0,353.0,"の",0.8759
tr_img_06037,755.5,1819.1,490.0,208.5,"入野",0.5222
tr_img_06037,916.6,2019.1,541.5,205.0,"してます",0.8626
tr_img_06041,1071.0,789.0,326.0,95.0,"最大料金あり",0.9954
tr_img_06038,1291.5,940.8,354.0,65.5,"ツブマッブ",0.5513
tr_img_06038,1538.9,1221.0,2708.0,241.0,"単品ホ一デてをましめよラ",0.6721
tr_img_06038,1548.1,1449.8,1793.5,110.5,"自分好みに組み合わせて音の追求を愉しもう",0.9586
tr_img_06036,1219.1,197.4,1046.0,145.5,"静失新清水駅",0.9665
tr_img_06036,1235.6,652.0,1107.0,129.0,"静岡市役所清水庁書",0.8680
tr_img_06043,1090.5,630.0,222.0,89.0,"五丁目",0.9204
tr_img_06044,1628.5,1042.0,1022.0,166.0,"平岸1条1丁目",0.7407
tr_img_06045,566.2,1097.5,489.5,154.0,"但本橋",0.8190
tr_img_06045,570.2,1267.0,474.5,136.0,"人形町",0.7714
tr_img_06045,574.2,1448.5,488.5,150.0,"一コ目",0.5900
tr_img_06047,1549.9,1411.1,1051.5,275.0,"第シンスン",0.5793
tr_img_06047,1519.8,1630.0,527.5,111.0,"北海社名物",0.7446
tr_img_06047,1524.6,1825.1,385.5,120.5,"南1条店",0.9958
tr_img_06040,753.8,307.1,933.5,209.5,"清水郵便局",0.9878
tr_img_06040,1931.4,430.0,657.0,157.0,"自転車等駐車場",0.9885
tr_img_06040,1121.0,521.4,497.0,105.0,"人口天学別呂",0.7195
tr_img_06040,662.0,527.8,300.0,91.5,"清水町局",0.9109
tr_img_06040,1847.8,644.2,506.5,60.5,"清水站西口首行準等存奉姚",0.8099
tr_img_06040,172.2,898.4,215.5,237.5,"レ",0.5369
tr_img_06040,807.0,878.8,925.0,119.5,"清水間易裁判所",0.9145
tr_img_06040,592.8,1082.0,496.5,85.0,"清水筒易裁判所",0.9294
tr_img_06040,985.8,1082.0,251.5,72.0,"人口天",0.7691
tr_img_06040,679.8,1223.8,647.5,157.5,"清水税務署",0.9895
tr_img_06040,538.0,1411.0,332.0,97.0,"清水税局",0.9981
tr_img_06040,1093.8,1419.0,222.5,79.0,"知早金",0.6899
tr_img_06040,866.8,1422.2,238.5,66.5,"人口天",0.7882
tr_img_06040,1119.5,1559.2,610.0,126.5,"とぴあ清水",0.9802
tr_img_06040,1999.0,1688.5,180.0,78.0,"人回天",0.8905
tr_img_06040,913.2,1740.4,668.5,99.0,"静図市清水社会福祉会館",0.9304
tr_img_06040,1467.2,1734.2,399.5,100.5,"Heartpia清水]",0.9642
tr_img_06040,921.4,1869.6,627.0,125.0,"観光案内所",0.9882
tr_img_06040,1718.8,1845.9,562.5,143.0,"バス案内所",0.9688
tr_img_06040,782.9,2038.1,376.0,103.0,"現光介留所",0.8281
tr_img_06040,1838.0,2006.6,142.0,72.0,"印人",0.8544
tr_img_06040,1593.1,2027.0,334.5,94.0,"巴士祠珣姚",0.7590
tr_img_06048,906.1,1304.0,329.0,86.0,"エキパ",0.8393
tr_img_06048,1760.2,1505.0,590.5,90.0,"(パレシエ)",0.6957
tr_img_06048,1084.4,1508.4,747.0,97.5,"ショッビング街",0.9759
tr_img_06050,1097.5,1032.4,127.0,625.5,"五店町1",0.5166
tr_img_06052,1385.2,1124.5,70.5,88.0,"や",0.9984
tr_img_06053,1245.2,1225.2,613.5,161.5,"一之橋北詰",0.9906
tr_img_06058,1159.9,214.0,325.0,180.0,"日本橋",0.6641
tr_img_06058,1168.2,387.0,310.5,147.0,"小舟町",0.8450
tr_img_06056,987.2,1417.5,1410.5,192.0,"商14柔西16目",0.8390
tr_img_06061,655.6,2636.5,769.0,245.0,"勝台駅",0.6958
tr_img_06055,987.0,186.2,399.0,122.5,"幡山",0.9993
tr_img_06055,581.5,459.0,643.0,93.0,"当駅構内施設の階層図",0.9824
tr_img_06055,421.2,561.0,127.5,46.0,"案内所",0.9995
tr_img_06055,894.5,561.0,162.0,36.0,"エスカレ",0.8591
tr_img_06055,1019.8,559.8,106.5,45.5,"一ター",0.8719
tr_img_06055,474.5,645.0,240.0,46.0,"きつふつりば",0.9056
tr_img_06055,1352.1,640.0,197.0,52.0,"女子トイレ",0.9924
tr_img_06055,941.5,734.4,277.0,51.5,"コインロッカー",0.9140
tr_img_06055,1467.0,725.5,117.0,38.0,"トイレ",0.9256
tr_img_06055,1207.5,818.5,183.0,56.0,"除細動器",0.9365
tr_img_06055,1027.5,819.8,203.0,43.5,"自動体久式",0.7555
tr_img_06055,457.5,821.0,206.0,36.0,"エレベータ",0.8720
tr_img_06055,725.0,927.0,424.0,75.0,"現在地から地上までの",0.9995
tr_img_06055,732.8,976.6,428.5,62.0,"バリアフリー主要ルート",0.8486
tr_img_06055,1397.9,1104.1,179.5,58.0,"京壬八垂子",0.8878
tr_img_06055,1455.1,1138.5,298.0,59.0,"高岸山白橋本方面",0.7399
tr_img_06055,344.2,1179.2,161.5,43.5,"ホーム階",0.9836
tr_img_06055,706.8,1220.2,105.5,39.5,"階へ",0.8763
tr_img_06055,1082.2,1216.2,88.5,35.5,"改札階へ",0.9006
tr_img_06055,747.2,1277.8,70.5,25.5,"でに",0.5455
tr_img_06055,1116.2,1345.0,78.5,38.0,"ロシ",0.7369
tr_img_06055,460.2,1494.4,150.5,57.5,"新宿面",0.9983
tr_img_06055,1489.0,1827.2,198.0,43.5,"コンコース噌",0.8638
tr_img_06055,307.8,1927.8,119.5,35.5,"地上出口",0.7673
tr_img_06064,344.9,258.1,240.5,35.5,"ホ一ム領会に注意",0.5554
tr_img_06064,359.2,389.5,536.5,45.0,"車いす、べビ一力一を利用のお客さま公",0.8369
tr_img_06064,371.8,511.4,488.5,41.5,"ホ一ムには水はけのため頃介がビき",0.8487
tr_img_06064,155.0,558.5,99.0,24.0,"います。",0.8458
tr_img_06064,538.8,589.8,155.5,26.5,"軍輪が線路",0.9361
tr_img_06064,295.0,593.6,321.0,32.5,"ホ一ムでお待ちの祭は",0.8649
tr_img_06064,364.6,633.5,503.0,40.0,"と平行になるように偉め、必すづレ",0.9230
tr_img_06064,364.5,673.0,503.0,37.0,"キをおかけいただくようお願いいたし",0.9356
tr_img_06064,150.5,715.4,71.0,33.0,"ます。",0.8858
tr_img_06064,534.5,827.0,170.0,27.0,"千条駅長",0.8045
tr_img_06067,874.0,445.0,295.0,66.0,"火・水・木・金",0.9915
tr_img_06067,1271.0,445.8,48.0,40.5,"上",0.5412
tr_img_06067,533.8,552.2,90.5,42.5,"木診",0.8484
tr_img_06067,898.0,701.2,235.0,44.5,"小児歯科",0.9930
tr_img_06067,1280.1,695.6,207.5,48.5,"燭正歯科",0.8878
tr_img_06067,544.8,705.0,109.5,48.0,"臨科",0.5859
tr_img_06067,1047.1,864.0,759.5,108.0,"雅歯札医院",0.8350
tr_img_06067,571.6,876.9,276.0,91.0,"イス",0.5684
tr_img_06070,1497.0,568.8,64.0,105.5,"コロ",0.5417
tr_img_06069,1371.9,902.0,1579.0,181.0,"南2条西1３司目",0.6761
tr_img_06071,898.2,384.9,1203.5,150.5,"旧渋江サッシ株式会社",0.8760
tr_img_06073,1678.5,2832.0,86.0,305.0,"条3丁ミ2",0.6867
tr_img_06075,374.5,255.2,284.0,96.5,"バスレ",0.9327
tr_img_06075,1401.0,684.0,950.0,107.0,"静岡市役所清水府舎",0.8609
tr_img_06077,403.2,647.1,498.5,172.0,"行こつ",0.6181
tr_img_06077,348.5,970.5,182.0,50.0,"新線でへ",0.8659
tr_img_06077,389.8,1008.8,260.5,55.5,"ちよつといい旅",0.9581
tr_img_06072,1015.9,554.0,303.5,60.0,"エしってくた",0.6507
tr_img_06072,569.5,711.2,501.0,80.5,"静町市役所",0.6844
tr_img_06072,998.1,710.0,291.5,98.0,"清水后",0.8960
tr_img_06080,2386.1,3005.0,494.5,80.0,"事務所運經",0.8125
tr_img_06079,937.2,554.1,1089.5,118.0,"惑染症防上のため",0.8680
tr_img_06079,1745.5,567.2,570.0,107.5,"右議による",0.6915
tr_img_06079,1233.0,1516.5,931.0,86.0,"財務局管財グループノOffiče",0.7553
tr_img_06078,1538.8,1517.4,1585.5,91.0,"換気等による屋外からの新たな粒子の侵入は考慮しておりません",0.9983
tr_img_06078,1541.9,1704.2,1679.5,77.5,"未満の彼ん粒子咲物質にしいては陰去番認角出来ていません・また、室気中の",0.6457
tr_img_06078,1538.8,1849.2,1591.5,84.5,"の32(約8畳)の密聞空間での効果であり実使用空間での結黒ではるりません",0.8180
tr_img_06078,1946.8,1986.1,473.5,55.5,"等定基準：0125所の",0.6446
tr_img_06078,1532.5,2100.4,860.0,58.5,"90祭いでるること032んのる畳の試験空背に",0.6262
tr_img_06078,1535.6,2156.8,293.5,42.5,"意し置です",0.5094
tr_img_06081,584.8,2227.0,550.5,88.0,"野車のとき",0.8215
tr_img_06081,773.2,2381.4,632.5,121.0,"自線内の中央",0.8727
tr_img_06081,749.0,2535.8,435.0,88.5,"定聞後",0.7634
tr_img_06081,647.5,2702.8,593.0,88.5,"もバいのとき",0.6438
tr_img_06082,215.8,1223.5,91.5,54.0,"十条",0.7515
tr_img_06082,217.8,1279.8,89.5,54.5,"季塞",0.7303
tr_img_06083,674.5,699.0,390.0,198.0,"六丁目",0.8249
tr_img_06076,1050.5,549.2,444.0,61.5,"入庫後24時間以内",0.9990
tr_img_06076,1058.4,625.0,476.0,120.0,"月500円",0.9935
tr_img_06076,590.8,650.8,262.5,78.5,"最大料金",0.9873
tr_img_06076,1742.0,655.6,675.0,68.5,"最大料金は入庫時点の曜日。祝日を",0.9354
tr_img_06076,1085.0,718.4,521.0,91.5,"王目親1000円",0.7676
tr_img_06076,1608.1,718.4,395.0,65.5,"基準に適用されます。",0.9982
tr_img_06076,1123.0,789.4,584.0,58.5,"Ｃ最大料金は入庫時の曜目。祝目により異なります。",0.9242
tr_img_06076,1636.5,802.2,426.0,52.5,"最大料金は繰り返し適用となります。",0.9662
tr_img_06076,1203.4,993.8,399.0,108.5,"60/200円",0.9977
tr_img_06076,576.5,995.5,277.0,77.0,"通常料金",0.9999
tr_img_06076,1987.5,1008.4,224.0,100.5,"/200円",0.9951
tr_img_06076,910.4,984.2,152.5,56.5,"月金",0.9896
tr_img_06076,1811.2,1008.5,176.5,71.0,"60分",0.9396
tr_img_06076,1639.5,1002.0,161.0,45.0,"月金",0.9954
tr_img_06076,1093.0,1079.2,174.0,100.5,"60分",0.9780
tr_img_06076,1275.8,1085.6,222.5,92.0,"/300円",0.9983
tr_img_06076,1809.8,1095.2,173.5,83.5,"60第",0.7531
tr_img_06076,2003.5,1098.6,192.0,99.5,"100円",0.9995
tr_img_06076,908.8,1079.2,141.5,45.5,"土圓祝",0.8921
tr_img_06076,1630.0,1088.8,144.0,66.5,"土日祝",0.8597
tr_img_06076,526.0,1203.2,195.0,35.5,"つご利用の際は",0.9740
tr_img_06076,834.8,1206.5,403.5,49.0,"場内の約歌君板をご確認ください。",0.9182
tr_img_06076,1107.2,1338.8,388.5,94.5,"三井のリパ一ク",0.7795
tr_img_06076,579.5,1335.5,422.0,42.0,"三井不動皇リアルティ札醍株式会社",0.8954
tr_img_06076,1389.2,1338.5,115.5,57.0,"駐津場名",0.7865
tr_img_06076,1564.0,1346.5,205.0,71.0,"札開南14西0",0.5683
tr_img_06076,1951.5,1514.1,426.0,52.0,"住まいの売却・購入は",0.9774
tr_img_06076,650.5,1528.6,219.0,56.5,"法入専用力",0.8815
tr_img_06076,1364.0,1546.2,423.0,71.5,"駐車場用地募集中",0.8896
tr_img_06076,1318.2,1623.5,576.5,45.0,"土地の有効活用駐車場管理はお任せください",0.9145
tr_img_06076,1959.5,1660.8,378.0,54.5,"ミ井のリハウス",0.9067
tr_img_06076,1320.0,1673.5,504.0,42.0,"三井不動窟リアルテイ札幌株式会社",0.9277
tr_img_06076,1316.8,1759.0,415.5,32.0,"入故障等の運絡さではあoません人",0.7545
tr_img_06076,549.8,1768.8,223.5,32.5,"太故障等の連絡究",0.8084
tr_img_06076,765.5,1765.5,208.0,32.0,"ではあゆません公",0.8002
tr_img_06085,376.8,272.9,141.5,93.0,"び",0.5156
tr_img_06086,716.0,176.1,473.0,176.0,"日本橋",0.9503
tr_img_06084,2478.5,3439.8,587.0,161.5,"SM工工E",0.6332
tr_img_06087,1557.8,884.2,1418.5,252.5,"平岸1条2丁目",0.8520
tr_img_06089,878.2,402.4,224.5,121.5,"日本橋",0.9965
tr_img_06092,454.8,2319.9,448.5,197.0,"まないて",0.5304
tr_img_06092,976.1,2578.2,1154.0,356.5,"1の00",0.5242
tr_img_06095,1058.5,878.8,306.0,75.5,"豊平区",0.9849
tr_img_06094,1645.1,1440.6,688.5,327.0,"川根本町",0.5342
tr_img_06094,1154.6,1741.2,471.0,280.5,"浜公",0.7876
tr_img_06094,2021.0,1961.2,168.0,117.5,"沼",0.5580
tr_img_06094,1131.0,2089.2,497.0,269.5,"藤校",0.8062
tr_img_06094,2128.5,2150.5,455.0,187.0,"qaz山",0.7052
tr_img_06099,3551.1,1617.2,485.0,160.5,"寺聞賢",0.5762
tr_img_06099,502.5,2143.5,726.0,282.0,"30分",0.8716
tr_img_06099,1470.0,2197.1,964.0,354.0,"100円",0.7487
tr_img_06099,2462.6,2165.0,701.5,282.0,"60分",0.9487
tr_img_06099,3397.8,2223.5,979.5,352.0,"00円",0.8197
